item	feature_0	feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9
32	0.235878009111	0.0967562127101	0.74006876057	0.130192858851	0.0684147927232	0.111486777893	0.0972715062093	0.099941870936	0.0681420293413	0.0766393261416
33	0.424530377021	0.169759454685	0.154825059546	0.0811861516155	0.0944359803515	0.0308465555663	0.0441258918536	0.158310707327	0.0281905664624	0.0200477434368
34	0.164728538455	0.493185208761	0.0298804589204	0.0857171889939	0.048068751917	0.010284715136	0.0976192939701	0.420634323734	0.0453993328987	9.87721385166e-05
35	0.134171337043	0.107523369584	0.0334795035629	0.253703866156	0.722573960285	0.00226179012753	0.113383056878	0.0723871150101	0.108704628359	0.061108210153
36	0.0135439283709	0.083739252549	0.292075430034	0.227634372579	0.0749279499539	0.04200169981	0.0789205748117	0.0314192635137	0.0278976338913	0.0148542404711
37	0.0689437999325	0.0787773331144	0.111331689771	0.121499401185	0.447379482817	0.0193776369394	0.11091677983	0.104124716468	0.0776458269032	0.0668215950577
38	0.0196337048347	0.777551136682	0.134585215566	0.148287135892	0.101932684388	0.088050909874	0.0510557448703	0.109692453074	0.0463360787665	0.0693311015555
39	0.277956736913	0.417273867117	0.0775102277354	0.0907364837393	0.0802205809688	0.0409335816203	0.150152450594	0.111296310346	0.0647350937335	0.106325304859
40	0.788866133183	0.0118021671322	0.175842356412	0.0436394399811	0.1131504513	0.0616445699716	0.193755684916	0.456149116257	0.0184530434216	0.0682182359849
41	0.556310536364	0.0929886241282	0.191145409707	0.0401691207182	0.142208667255	0.135287281804	0.00603053817866	0.185038364377	0.0138912285644	0.0638189077278
42	0.303314671418	0.0968751778184	0.0561934147804	0.19070465664	0.1230712461	0.161805115656	0.0533216238211	0.0429164657126	0.0572982752497	0.203586357452
43	0.277787070143	0.240566086815	0.33756864464	0.034502483639	0.0579953568551	0.138526916126	0.0135488795929	0.126689872912	0.0355832837923	0.06851008984
44	0.0836060590164	0.0691414187663	0.323904129208	0.139619564631	0.0120984561908	0.1536680173	0.817202524393	0.0461097916088	0.00970830600764	0.0370393145531
45	0.696945278234	0.18904906601	0.0317723540124	0.0929217822026	0.0592731764251	0.0794977220853	0.0402097551601	0.240420871052	0.00938640760545	0.125527960342
46	0.016027338149	0.06164895652	0.100098372857	0.0917754716499	0.0590531686031	0.152775115143	0.344235778908	0.0957741045649	0.0730950491444	0.0973420791474
47	0.157501242568	0.155549063369	0.00908423827371	0.0406500203198	0.375096462582	0.437578078384	0.0386233691262	0.0929661682579	0.161095303162	0.127236583694
48	0.236791927862	0.0558410020208	0.182120683905	0.138999889514	0.00440755266702	0.0497590526295	0.07032432583	0.180609495635	0.137473302602	0.0576352490314
49	0.120759017741	0.865544948718	0.137539651261	0.15795598223	0.0761656912546	0.0894032878936	0.079135855443	0.025717092	0.15806319522	0.102565770507
50	0.465104265793	0.116359432514	0.122185919533	0.951781804704	0.245094925878	0.00544807220217	0.137416938166	0.0359471856066	0.0124861125516	0.0482571368639
51	0.889442718088	0.143732208487	0.164659933659	0.0916234388602	0.0678091101368	0.0511322731644	0.100979567975	0.0628954634508	0.121268832656	0.00663130057172
52	0.452612414607	0.118687199563	0.0155450129082	0.0368367236154	0.132336162139	0.0863579649459	0.111103690704	0.0465606502831	0.00826696926713	0.0342047300139
53	0.11062670512	0.13610159597	0.00273341985409	0.0753405110234	0.397085890938	0.180206996947	0.176182747438	0.0607145080809	0.119834903571	0.0427711845125
54	0.514332364003	0.149509242056	0.0295872071069	0.108201764153	0.162424226418	0.189568420588	0.0602850483342	0.0538038364435	0.381579764622	0.0106408421482
55	0.855097125837	0.00690072645713	0.266551986261	0.0789856183215	0.226679760527	0.109409302901	0.0426825880635	0.108111633286	0.12151866468	0.00166084452725
56	0.269746875397	0.173062269509	0.163176283228	0.122174529755	0.00796502385074	0.0220042338983	0.0436642145865	0.993502820045	0.0012842429053	0.139005524173
57	0.50689817886	0.135768424389	0.140621744708	0.019464874642	0.0267218143104	0.0802648550266	0.0572361250096	0.0639476563526	0.0384320552712	0.112845948953
58	0.299570135686	0.165343343647	0.0328777876518	0.0250135339505	0.0334476737283	0.373671497906	0.0203054555198	0.0518624701075	0.192985422569	0.0392858360059
59	0.203821030382	0.248947062631	0.045771092081	0.0304534955844	0.0518972443355	0.16333787524	0.0644092578521	0.0949591058728	0.0310914520789	0.123191790305
60	0.454259927225	0.807463648454	0.00185355427601	0.0677512474519	0.0227214695997	0.0117891808028	0.0461280297767	0.0127010569734	0.0990483796969	0.129710178886
61	0.855696493326	0.128230770012	0.223681481125	0.126397433864	0.0804730593537	0.025637130307	0.0743900782642	0.0131788782447	0.0158643168597	0.0156705993232
62	0.125139304155	0.0178085046101	0.0909325070716	0.262634308892	0.105780632729	0.074235805215	0.0620320318109	0.0513717873714	0.172763377955	0.0723469130373
63	0.263687288234	0.760979702682	0.0190832335908	0.266409461734	0.00988143833903	0.00426464914767	0.0264745408272	0.0556698710704	0.119127447578	0.0885059109765
64	0.170298840865	0.140291037494	0.199309581056	0.0868200897966	0.0504059441829	0.0895621994539	0.0584318917855	0.0306935545169	0.225403348973	0.0256111089611
65	0.310143681259	0.219567903669	0.0238275820658	0.186975844109	0.131770583317	0.0376755653614	0.0675770124849	0.0423679830902	0.7372355133	0.124135548731
66	0.0295065034672	0.178816347679	0.195135428979	0.138655962827	0.0666410620707	0.09008885992	0.0652583880856	0.0968733645101	0.0381440972682	0.0428517224867
67	0.289243484593	0.138047376736	0.0349196448692	0.139235266141	0.0382117203974	0.143909114776	0.0323444769897	0.0496910155467	0.195268506503	0.0977368550074
68	0.00931908368837	0.950251917234	0.027616932821	0.076682402834	0.0511643441745	0.0189401271248	0.0245273319896	0.0996726798443	0.00946631018859	0.0986317545829
69	0.699722077036	0.273024540561	0.480639499127	0.0418401951809	0.103787315553	0.049833901219	0.0446731277943	0.0011882203406	0.121589771009	0.0347484007515
70	0.79516300166	0.217002051669	0.247775152061	0.246409058449	0.165965015873	0.109991714347	0.112670329746	0.0597751140396	0.0636919017891	0.111740431329
71	0.287729610464	0.0662709096943	0.168479433051	0.0488206022055	0.0604681097094	0.299451750945	0.107887061743	0.0239816530755	0.141647832409	0.0155814890513
72	0.107295067736	0.185327781618	0.166059759331	0.0373243930056	0.0939510673012	0.11090328061	0.00868040127056	0.0540534984929	0.0185091776456	0.0642394683507
73	0.404598165212	0.820481456148	0.0232591278281	0.0142842063636	0.0959350472868	0.19684690587	0.139596426321	0.0636775793974	0.109720300189	0.0925659197648
74	0.003859122415	0.0834665837885	0.00888152043552	0.0507529495911	0.162752542425	0.121220902219	0.0456714761704	0.00871333959491	0.130971541515	0.0404919399139
75	0.00828980614326	0.956181182871	0.1355514732	0.0855856230732	0.128251553253	0.0104762886226	0.0991474479084	0.0449225282967	0.0991419894537	0.0387758500915
76	0.180939750447	0.333927316507	0.212313787348	0.0873747444835	0.013595284358	0.0683898578885	0.0883151327122	0.0974781773289	0.013179372256	0.845849738034
77	0.258028866092	0.270388396774	0.210665891065	0.0445093826229	0.17764617437	0.129628982788	0.0621759557638	0.027055787953	0.0846115136373	0.0441068499065
78	0.237481079971	0.17430702393	0.0522052223916	0.159704326674	0.196767881428	0.0997931755565	0.00441156334289	0.0166741180999	0.128634989186	0.00820009838126
79	0.103932951774	0.0817054713816	0.068941109204	0.18970279023	0.21668568862	0.0388000891532	0.0211041421932	0.374881542873	0.0997474370698	0.0213206551683
80	0.300740613854	0.322829873861	0.202693140949	0.217364294114	0.027735889707	0.059225584562	0.0237332396092	0.0881759074826	0.0588474470959	0.139948315042
81	0.185817992748	0.156871503999	0.13300775907	0.13809685131	0.098455383242	0.0853435161717	0.00647391358699	0.00737420793644	0.0652362577529	0.0711706396123
82	0.379428293049	0.506724109552	0.0881698281873	0.00084039909316	0.107533387823	0.0925682144032	0.0380982543358	0.0135289401119	0.0561622001344	0.147978615472
83	0.151542044503	0.0604957115648	0.452697347588	0.244907124778	0.0466030686499	0.0997758222757	0.257642389847	0.056834677666	0.0728621586236	0.140654961017
84	0.142569194274	0.000920009754186	0.826678304741	0.0711398449623	0.0378768001602	0.11161461993	0.0747283466067	0.074371821299	0.179770837623	0.057105731575
85	0.428521469091	0.106622436178	0.144850272005	0.115109809003	0.147773953437	0.826696860916	0.0448930173312	0.0855565114452	0.097344179494	0.104667332368
86	0.0645067791544	0.184453581818	0.287593362801	0.427482099608	0.0953569040929	0.0661572412438	0.0376427299557	0.0503283294641	0.0400198600122	0.20138077488
87	0.44556671546	0.0822366866479	0.161515973611	0.0764523600474	0.263987397613	0.033739472197	0.0533990436059	0.0824559804151	0.0805892103946	0.0701059314178
88	0.22470188995	0.0238700134317	0.108642479582	0.227459632398	0.0567699032732	0.0915331221891	0.122345982853	0.0676950615599	0.0895963349576	0.0909740834646
89	0.254357579849	0.133950499914	0.456942423601	0.0693633534329	0.0843044986407	0.00241436104865	0.110564743839	0.00523934423308	0.150071320485	0.0300830331695
90	0.19706815592	0.0462936174051	0.448810944334	0.0495244938877	0.215939715055	0.0863741497992	0.0467302490328	0.0218967250533	0.0132622477541	0.0129692860765
91	0.550789625967	0.176487680097	0.221542369355	0.0717689237347	0.345296183885	0.073401402211	0.118256373496	0.124174765597	0.0984636421384	0.0869525288103
92	0.0633615069064	0.484967155778	0.0275405337996	0.0199674757493	0.115995007411	0.206903614556	0.0368354723656	0.006698850699	0.0972612227781	0.168751493238
93	0.143284085483	0.0776208716628	0.167045547661	0.207834618196	0.104642820963	0.142453701322	0.0705750281433	0.278103915036	0.0448129601722	0.0377305237969
94	0.218313722731	0.148743112325	0.000928043893752	0.0389014181101	0.0611399819685	0.111233727063	0.130907289609	0.0640309373047	0.0615384811342	0.0570047234713
95	0.127910194624	0.0983758965119	0.120023967651	0.236886061637	0.00613196018966	0.0760251441109	0.0861477675255	0.0247154724606	0.0359312463973	0.295792463556
96	0.0748250680616	0.115072305344	0.0913950516419	0.184104578622	0.099541079491	0.104703757742	0.0823585343925	0.0314544976964	0.821991861362	0.108880685575
97	0.194013738614	0.00755048593005	0.131258052712	0.341575424806	0.0515685358257	0.103715894089	0.0582736015114	0.0457710218417	0.053599234099	0.23722637195
98	0.110341951095	0.230838345004	0.21252823483	0.336367529834	0.111727366953	0.0187244519475	0.00921586200436	0.803833423261	0.1629065214	0.0139387229368
99	0.243780398667	0.181812354302	0.122355783319	0.197758142118	0.136424851677	0.0187404454434	0.0303934343054	0.0217618305326	0.041161381673	0.158745601205
100	0.232698028615	0.00446116763656	0.150881505179	0.83975554153	0.0514846708173	0.120278985659	0.495368203299	0.0445823225541	0.0590947148814	0.113835092645
101	0.147093517952	0.444167636229	0.0276167634176	0.0882240375611	0.0457803331432	0.037185509437	0.0184175728379	0.0070255343532	0.0725578743046	0.0586572814968
102	0.211470362734	0.477757441596	0.0532255060157	0.0293927285606	0.0869699883644	0.419620368079	0.141783503636	0.134487697581	0.0746966179145	0.0492009851298
103	0.133299687525	0.541578991731	0.0785348741691	0.117293490288	0.117387941432	0.0388120146111	0.041045535485	0.0895759795394	0.0512589844905	0.0756551683685
104	0.813132029029	0.354015778431	0.181949636689	0.0433783180986	0.00687292114324	0.0403262231529	0.0492251607241	0.131706789735	0.00211431620994	0.152535586274
105	0.129515039786	0.0333027892235	0.428207441428	0.801781944273	0.282018105084	0.133637452913	0.135386496488	0.0597699123642	0.0594957569148	0.0312390068418
106	0.142806649118	0.153055569057	0.0838780190201	0.212417138018	0.0773307834308	0.0372035486134	0.0387170372842	0.132353624652	0.0574581722392	0.0896618521682
107	0.100825789662	0.153960313587	0.0992509424615	0.109907631579	0.0920017274292	0.0539893697913	0.168757715017	0.368597565145	0.791873483569	0.0180633091651
108	0.420832715975	0.0277561532625	0.568644260795	0.141606571161	0.145889779591	0.0944951669362	0.073412196429	0.128171765426	0.0148530606119	0.0663247630554
109	0.569709443134	0.0763396646529	0.244892123339	0.143118856712	0.00896921220537	0.0403665392109	0.0873605032998	0.00468326024616	0.184372325922	0.0892478223011
110	0.147074814685	0.076196523477	0.285252570151	0.0198506906424	0.101126489866	0.195277103899	0.0307555007041	0.0287652766358	0.193640119605	0.0700343088957
111	0.968067830965	0.0906017254668	0.332255307167	0.0465291225104	0.094054895671	0.158830113439	0.153260285105	0.0985570830663	0.0665590506439	0.0226309380357
112	0.247831827795	0.245978036738	0.123132260227	0.133655181428	0.086860430472	0.0704838420069	0.0988514198721	0.10940926172	0.0853792808081	0.951810288029
113	0.0492986590276	0.120165827143	0.936808060997	0.16522517245	0.0296390961174	0.23345500469	0.0203624545765	0.00810101457936	0.103356018079	0.0663818566641
114	0.0294140614973	0.189875310812	0.10804293703	0.451532063958	0.173781967015	0.0939001111799	0.0828806424416	0.00916282260306	0.0886676730913	0.0108509335061
115	0.278033723324	0.028813926511	0.061715620887	0.149142913432	0.296953960643	0.0989843161436	0.113652791162	0.0133546075828	0.0133528040267	0.0812394402932
116	0.0953834144779	0.163704590411	0.0298229251445	0.0906375366683	0.977235050434	0.0295457481539	0.0746455504588	0.148147889354	0.0959644191742	0.0126803263097
117	0.0198313772401	0.0234073006417	0.186174834647	0.0629303003115	0.135187286493	0.21166417895	0.0301283884899	0.0547602274751	0.239596684867	0.144279422086
118	0.170522145869	0.0808502236877	0.0265150772573	0.108364095805	0.026538398063	0.0120827295761	0.0868321208639	0.129514561493	0.160344926179	0.00895671999579
119	0.258266545152	0.136984303631	0.0888894418484	0.00131944139191	0.12694425105	0.121100344433	0.101759330623	0.0319757749572	0.00407516718463	0.0266207353758
120	0.323882456391	0.0937292534619	0.0339191148551	0.0862035701955	0.0902251346695	0.131536248484	0.181563469682	0.00317321290574	0.0561472201897	0.091586145412
121	0.119611880657	0.102386500576	0.110334311704	0.0630320437449	0.0223814337459	0.750712726279	0.101184825096	0.108603472292	0.0852954195152	0.0809008769643
122	0.226705760836	0.187334626152	0.234799649563	0.0797317376367	0.0912950405509	0.111456701055	0.143612239617	0.0755438290576	0.00395711042353	0.016143703739
123	0.179334061982	0.105717860975	0.454063554299	0.0978647015044	0.0691532336139	0.0782710748706	0.0297668829501	0.10105144338	0.0797870793856	0.0765968630417
124	0.747762367772	0.0390638161598	0.195309529548	0.388747917795	0.0431355684954	0.127153516508	0.0601894919267	0.138615422951	0.00744102164708	0.0930923440756
125	0.252810126145	0.54201825427	0.0271929093139	0.0344072348132	0.0405675914861	0.13933246932	0.0181155221598	0.139625525444	0.159300454004	0.332270802598
126	0.0605602403303	0.857799474906	0.150977525897	0.457817605824	0.0665624984804	0.0719263402927	0.122579119904	0.0662344807681	0.0293168595314	0.0197738883734
127	0.107526214997	0.998853891363	0.159795159448	0.152618099153	0.0300010830468	0.135083185703	0.0911495650366	0.134656401367	0.0391904789354	0.0494379094118
128	0.233254943639	0.0879442352663	0.00771004902725	0.246883471751	0.152251781997	0.0730017905139	0.0353326252015	0.0949080466293	0.0133739751282	0.0958442584923
129	0.58430621233	0.0433768371337	0.418454169091	0.11607981247	0.286046934613	0.0832896995147	0.0890642237222	0.100419894193	0.0655684019516	0.0408561840481
130	0.734108404883	0.00439754081933	0.0279436212499	0.0186394074782	0.019386799966	0.0114649812005	0.220205558958	0.105166728277	0.0143806688588	0.111675995433
131	0.0915768094303	0.0208169051574	0.199128871435	0.114168245171	0.0605258008564	0.0272096782594	0.0383443547064	0.0980306040335	0.0491095497731	0.0846243231106
132	0.107653562797	0.494212834622	0.083987893247	0.103705449446	0.190756081935	0.1454101299	0.0866824926575	0.142725438571	0.0702517016678	0.0543653708243
133	0.0568432350809	0.0881129679572	0.1926453233	0.20781895504	0.0202201994353	2.30136061498e-05	0.0336731057154	0.0502149825343	0.00891085103614	0.103500639103
134	0.46847858699	0.0654364817457	0.233492636965	0.139528250536	0.183285590457	0.0788595277875	0.0948154346312	0.0643237645131	0.0361182773896	0.0355938211976
135	0.0990950053304	0.157722503837	0.000926257520212	0.834735025594	0.283620952114	0.0108986388247	0.0847843702873	0.0580178644935	0.0416234467019	0.0431790153196
136	0.059992118402	0.0937939223464	0.0948492259035	0.150863243163	0.0232105507427	0.00771117567217	0.0496874875925	0.0575351128632	0.0932523261488	0.0707614958712
137	0.11836123836	0.249648838921	0.165086822922	0.0763769827535	0.136113390609	0.0489592263041	0.019132221804	0.062397227373	0.162274481801	0.0229723865101
138	0.777344938238	0.151900108893	0.163835470087	0.101781273221	0.00325759507711	0.0917272555677	0.00558340556063	0.2278141654	0.0603788132116	0.0561068505863
139	0.0365928803243	0.222228994999	0.0655723269395	0.352643752753	0.103837745033	0.0508692392884	0.101464123619	0.00588495729521	0.293697448505	0.0774731743815
140	0.453086538191	0.190651080278	0.0352834886751	0.976767206233	0.106097005207	0.0176280881241	0.0892065480032	0.0347387644267	0.0976997447036	0.0274805088705
141	0.187260314157	0.00805257886436	0.100278721714	0.0227460020422	0.035305599184	0.0819991053535	0.132808371854	0.146048235893	0.0595749760612	0.0410692946046
142	0.28736023734	0.193084628414	0.165810649951	0.499419241198	0.0167765132298	0.237269286799	0.0595636971048	0.0825906159185	0.00464768594664	0.0914091514297
143	0.488389462305	0.0380425558563	0.325539570196	0.302726489602	0.0552180315778	0.0324854317564	0.120099994748	0.0377833866064	0.0879208098537	0.148721419959
144	0.3289194414	0.0359987728043	0.1394109971	0.0634229413686	0.0128264549348	0.144351048345	0.060797811897	0.388586443723	0.121372354235	0.0918128174691
145	0.306313193568	0.380063772037	0.114368527638	0.0941694328614	0.0483845076373	0.230553748323	0.0436616356462	0.166710963682	0.0845601779666	0.00528535469367
146	0.500642908828	0.0817940531053	0.158843776838	0.0161460795828	0.0636239282707	0.0861346022035	0.155359141793	0.29558330215	0.229860109165	0.0467356900071
147	0.598243335986	0.297516384786	0.0458590435346	0.296167558704	0.0113277018607	0.0812609064418	0.044618577586	0.0509292135669	0.182054674752	0.0283751982012
148	0.048848768513	0.248811155294	0.331061334417	0.142253145216	0.0684777992756	0.0876993246699	0.313071192218	0.195755092793	0.0313022273502	0.127883872791
149	0.0803827252842	0.21980515981	0.219564778544	0.0952031328559	0.131016904895	0.071672066315	0.0291708959039	0.0350724636826	0.0127863573814	0.0359556178029
150	0.260609442127	0.122101356961	0.0681254530221	0.10347985271	0.0854281747487	0.120599756653	0.0221018516086	0.355021903608	0.102814900076	0.0631106261642
151	0.091594164012	0.00157304660936	0.0102581916294	0.15202451168	0.0200523973325	0.169629716972	0.0171783653779	0.0473946099115	0.416372250978	0.0880225577845
152	0.106511991274	0.085543482375	0.117779598747	0.0197194592692	0.0208688584843	0.000751515522586	0.122785165679	0.0636532056437	0.11145139764	0.0396350234162
153	0.865393025137	0.103586585921	0.191647716606	0.033917319397	0.0474306910679	0.0387589873968	0.0514156067583	0.0687923658795	0.106429849042	0.0122891247398
154	0.0298116712511	0.129748363525	0.10094008068	0.0744635468775	0.042446902186	0.095426627806	0.0674547144116	0.00785069242671	0.0331966360161	0.133354912112
155	0.738056078203	0.0260194276256	0.214696410552	0.177589896802	0.0295450376917	0.0535608501291	0.150176674369	0.0554731850166	0.140304942361	0.392350739092
156	0.874561997957	0.498485985237	0.179253958267	0.233795457971	0.0562791852095	0.097349510179	0.0833656156224	0.114631383536	0.0807497900647	0.128017824541
157	0.353704453978	0.439190016477	0.227443672335	0.200483671065	0.0755160946576	0.053962453222	0.0390140355768	0.143588794991	0.016425187457	0.0374330039335
158	0.0838469059925	0.0905011082986	0.0768842212858	0.298933285552	0.01878022801	0.449436516296	0.040969698053	0.150188413255	0.039437895842	0.0317548309457
159	0.481516385946	0.611887926008	0.0577976808079	0.00160222074144	0.00430783350682	0.0553202795352	0.0173677901733	0.109224382385	0.16336001477	0.0217465204661
160	0.0512673351069	0.0596664153125	0.617325376227	0.115184725827	0.0308161370437	0.0876119127658	0.0576468620303	0.0976448498497	0.0440320636388	0.0611005766221
161	0.188559174384	0.103566725898	0.0556071458319	0.0946811030163	0.0951215106435	0.210561368359	0.0332799972075	0.164239364905	0.0271411975558	0.0012752787237
162	0.184635934726	0.195805787504	0.0348321019478	0.156670683269	0.116137344027	0.00960933879998	0.124250763907	0.774978433628	0.0167691584501	0.0322932114961
163	0.444964430397	0.119971462326	0.0535995611755	0.0498601390441	0.169996316062	0.80042282742	0.0105198822827	0.0760240836745	0.0266913749168	0.0893073649651
164	0.240106316046	0.0941420509734	0.0359605040097	0.0430462974116	0.0444988715984	0.103755976238	0.0884706374571	0.506926272636	0.105476943693	0.076576778361
165	0.00219632899009	0.254536675769	0.0659653874792	0.0528138812006	0.102390792552	0.179836093215	0.339940307199	0.175124646967	0.107593818494	0.0885368091368
166	0.791155447155	0.114771272084	0.0562255984903	0.0458868569614	0.276791167553	0.0537871286019	0.0901668600872	0.0625214558287	0.119976822682	0.0478974909364
167	0.0794308834041	0.780438849095	0.0410564287499	0.0180189140907	0.0572943035267	0.196834124163	0.00184306934594	0.116305522053	0.0707984100969	0.248381127274
168	0.630098854262	0.18926618965	0.235313919513	0.0491566021231	0.04807626425	0.104274655523	0.0440678548124	0.160115422173	0.00575413336002	0.0312888287511
169	0.328772979843	0.102203194633	0.145078779018	0.124326222491	0.271637668379	0.0728122383519	0.111087787847	0.824048162654	0.0115182301395	0.0898583018531
170	0.629194132198	0.0689972140609	0.0552661764655	0.42231147575	0.13278764805	0.10903063861	0.248099237033	0.0202601664743	0.0607517981546	0.0970394353064
171	0.133320001163	0.0915601454778	0.00489574193103	0.0761365036078	0.0101436765489	0.126737042342	0.410682611693	0.125505692013	0.0845808054949	0.0678339558841
172	0.164853653922	0.0364359854273	0.0843962588913	0.973604432778	0.158200726344	0.251945763184	0.294385080157	0.0663440934239	0.0997793095079	0.0320264243663
173	0.70271634906	0.191576610322	0.000955230683526	0.139351790849	0.288550443899	0.12862334721	0.124546734668	0.032543260199	0.0381349256706	0.0413828996509
174	0.786315743891	0.300484611439	0.106866763678	0.03584380221	0.0757739827303	0.200553383146	0.187894841963	0.14950256077	0.0195407133709	0.0625281996647
175	0.382960285766	0.0899389411203	0.309234040977	0.489322615097	0.131398389975	0.0646360908863	0.0152537664892	0.0891219733328	0.108993648286	0.0635342756949
176	0.202698747669	0.0699637156539	0.178417327495	0.00985884140103	0.0518912516413	0.454911527006	0.097291728982	0.0423560024429	0.0175619403745	0.00943922242669
177	0.32682629223	0.698957980525	0.109411368245	0.129289227429	0.102919990882	0.0947814089102	0.151612721714	0.0424420635792	0.0444208817891	0.0509772748662
178	0.095813456339	0.0689554274497	0.0239979571457	0.127883899674	0.555402524229	0.0750205202716	0.313909948996	0.00466547034919	0.0742284341432	0.0565928905362
179	0.1963869266	0.251336940912	0.0831608701415	0.0336515746636	0.127935463955	0.163273308666	0.107603852884	0.442103769719	0.0454892423259	0.0697616155045
