16	(2638, 0.99223626), (3772, 0.98876172), (617, 0.98339361), (754, 0.98250115), (211, 0.98087764), (2302, 0.98087621), (12, 0.9775551), (1238, 0.97705227), (455, 0.97577953), (4147, 0.97343606), (3252, 0.97329569), (3064, 0.97218156), (4453, 0.97118068), (4172, 0.96868724), (2351, 0.96735251), (3720, 0.96670741), (4598, 0.9629401), (4012, 0.96144104), (2562, 0.96091187), (2868, 0.96090609)
17	(3448, 0.98747784), (4576, 0.98444605), (4058, 0.98040116), (158, 0.97746104), (859, 0.97445977), (1371, 0.97424889), (1656, 0.97214472), (2538, 0.97051048), (1048, 0.97023982), (1936, 0.96787059), (4613, 0.96748269), (3283, 0.96554947), (3273, 0.96542943), (930, 0.96347445), (4243, 0.96232426), (1209, 0.9616183), (4779, 0.96072185), (874, 0.95891833), (3198, 0.9583286), (4632, 0.95811892)
18	(1099, 0.99465376), (2687, 0.99210393), (1041, 0.9900043), (2893, 0.98876131), (126, 0.98823875), (1875, 0.98757768), (4298, 0.98530889), (2699, 0.98525369), (885, 0.98520768), (2924, 0.98443824), (686, 0.98394728), (3012, 0.98115796), (4960, 0.98010707), (1247, 0.97975004), (4438, 0.97960615), (1814, 0.97858751), (2873, 0.97813106), (1678, 0.9766947), (1653, 0.97648585), (2502, 0.97537768)
19	(3601, 0.99074948), (2085, 0.99066925), (4221, 0.98572737), (3873, 0.98384804), (1253, 0.98333764), (1676, 0.98167038), (2257, 0.98140597), (4170, 0.98019415), (4932, 0.98008227), (4676, 0.979114), (2006, 0.97898561), (3811, 0.97808856), (3469, 0.97778618), (4000, 0.97770506), (1538, 0.97720742), (4892, 0.97636497), (3480, 0.97598457), (1667, 0.97595835), (1034, 0.97586858), (2807, 0.97564936)
20	(4097, 0.99216002), (1392, 0.98748809), (2601, 0.98579842), (3886, 0.98498559), (4802, 0.98306787), (2374, 0.97788155), (1226, 0.97711194), (3484, 0.97521961), (1816, 0.97503781), (4462, 0.97357494), (1683, 0.97260404), (3035, 0.9713676), (4002, 0.97100616), (4608, 0.9706279), (2952, 0.97006333), (1641, 0.96928501), (856, 0.96896672), (170, 0.96852332), (2573, 0.96810251), (4129, 0.96749628)
21	(1204, 0.98389482), (349, 0.98083699), (3118, 0.9766835), (3537, 0.97605234), (313, 0.97323942), (507, 0.96855187), (2527, 0.96822369), (1437, 0.96801555), (1251, 0.96740299), (3326, 0.96655035), (2273, 0.9659102), (2277, 0.96529567), (4811, 0.96511865), (4398, 0.96461135), (283, 0.96397603), (4806, 0.96305591), (3314, 0.96147859), (995, 0.96129972), (2421, 0.96121621), (3922, 0.96054584)
22	(2900, 0.99549174), (1670, 0.99183428), (2278, 0.99043238), (2679, 0.98946059), (2748, 0.98903787), (1107, 0.98721421), (3744, 0.98697126), (2016, 0.98598444), (3928, 0.98515809), (422, 0.98514867), (213, 0.98490864), (4064, 0.98329401), (2454, 0.98256803), (1783, 0.98251152), (2597, 0.98215806), (3303, 0.98206455), (4768, 0.98144615), (4326, 0.98130226), (738, 0.9806565), (1624, 0.979837)
23	(3761, 0.9889943), (259, 0.98718995), (643, 0.98326641), (380, 0.98228896), (2791, 0.98209918), (470, 0.98199499), (3562, 0.98114026), (3414, 0.98107266), (3648, 0.97905076), (1588, 0.97794294), (4109, 0.97773975), (893, 0.9770658), (2996, 0.97665679), (929, 0.97657919), (2034, 0.97624809), (4918, 0.97620738), (370, 0.97538781), (1206, 0.97525829), (209, 0.97489941), (4923, 0.97481012)
24	(2354, 0.97904456), (720, 0.97893786), (401, 0.97883153), (2716, 0.9785592), (4862, 0.97787452), (2578, 0.97408307), (3660, 0.97100496), (1704, 0.97097886), (4451, 0.97060698), (4548, 0.97006404), (4833, 0.96902311), (4915, 0.9682864), (112, 0.96790361), (4742, 0.9644146), (1183, 0.9639014), (3403, 0.96347356), (387, 0.96266836), (1149, 0.96263421), (4281, 0.96223783), (3614, 0.96208298)
25	(4817, 0.99085176), (1068, 0.98953867), (472, 0.98859966), (4449, 0.98833466), (2434, 0.98819268), (2518, 0.98799968), (987, 0.98684013), (858, 0.9863559), (887, 0.98629606), (486, 0.9856931), (3209, 0.98567665), (3292, 0.98556769), (2634, 0.98544168), (753, 0.98521787), (3131, 0.98478544), (57, 0.98471081), (1457, 0.9841224), (2112, 0.98399568), (2617, 0.98354906), (3650, 0.98323554)
26	(2925, 0.99417722), (1986, 0.99255258), (2215, 0.99248374), (1236, 0.99185598), (548, 0.99136734), (3019, 0.99096429), (1581, 0.99081504), (2883, 0.99074233), (394, 0.99025261), (1076, 0.989986), (4356, 0.98958504), (3409, 0.98932689), (2091, 0.98917055), (1856, 0.98907053), (922, 0.98901534), (2978, 0.98853111), (4799, 0.98839986), (55, 0.9883039), (4428, 0.98802561), (3712, 0.98790252)
27	(1375, 0.976906), (1982, 0.97560728), (4057, 0.97504801), (2700, 0.97111034), (2221, 0.97077668), (1762, 0.97010219), (1050, 0.97007966), (444, 0.96720028), (3975, 0.96599877), (927, 0.96472681), (1043, 0.96457523), (3873, 0.96302408), (1700, 0.96113998), (1850, 0.96110713), (886, 0.96035314), (4282, 0.96031922), (3521, 0.95915639), (2847, 0.95816875), (3930, 0.95708978), (2693, 0.95702231)
28	(4492, 0.99003458), (2542, 0.98936319), (2824, 0.98915136), (294, 0.98851395), (2140, 0.98750526), (3022, 0.98474622), (800, 0.98415458), (2043, 0.98351592), (2686, 0.98221266), (1694, 0.98198515), (3115, 0.98153138), (2689, 0.98152876), (4117, 0.9807477), (2792, 0.97949064), (531, 0.97946239), (3590, 0.97934508), (2107, 0.97915232), (96, 0.97909629), (3401, 0.97838628), (2870, 0.97708052)
29	(300, 0.99768233), (4927, 0.99691433), (2394, 0.9964571), (4327, 0.99366271), (4880, 0.99351436), (60, 0.99340594), (4517, 0.99328953), (2555, 0.99325418), (3172, 0.99290526), (2299, 0.99264449), (565, 0.99237233), (2259, 0.99217039), (3268, 0.99213892), (1151, 0.99199617), (4539, 0.99190575), (73, 0.99185002), (1854, 0.99158692), (1258, 0.99145877), (2455, 0.99144822), (3953, 0.99138492)
30	(2882, 0.98963886), (515, 0.98532629), (1346, 0.98457992), (832, 0.98261672), (1277, 0.98206246), (4439, 0.98182738), (4100, 0.98125088), (2531, 0.97873485), (520, 0.97805643), (971, 0.97792768), (4198, 0.97719705), (952, 0.9755913), (4755, 0.97520679), (2693, 0.97403145), (1043, 0.97389948), (1685, 0.9732604), (1850, 0.97294462), (2396, 0.97264159), (4324, 0.97195667), (3080, 0.971452)
31	(3161, 0.99327672), (4667, 0.99224102), (4828, 0.99196935), (2798, 0.99143332), (1086, 0.99041033), (1821, 0.98973119), (2996, 0.98917776), (2375, 0.98854983), (2508, 0.98741609), (1218, 0.9865638), (238, 0.98611128), (4448, 0.98586047), (1423, 0.98584294), (3653, 0.98555714), (665, 0.98518747), (427, 0.98444408), (1025, 0.98411894), (673, 0.98364913), (1081, 0.98338318), (2664, 0.98215687)
32	(1649, 0.99656755), (1343, 0.99598718), (1575, 0.99586916), (1709, 0.99446708), (4710, 0.9935416), (3221, 0.99343473), (11, 0.99338615), (3677, 0.99335599), (993, 0.99332941), (1399, 0.99325895), (2089, 0.9929561), (3436, 0.99286067), (123, 0.99274105), (2552, 0.99266958), (4538, 0.99260455), (4149, 0.99255544), (1275, 0.99246573), (711, 0.99235445), (4331, 0.99230325), (3032, 0.99228942)
33	(2663, 0.99029922), (2500, 0.98979604), (539, 0.98979521), (3331, 0.98932981), (168, 0.98879975), (1837, 0.98861736), (4482, 0.98791695), (2373, 0.9878577), (1840, 0.98615891), (1075, 0.98581684), (2617, 0.98577255), (1760, 0.98555392), (4634, 0.98554677), (4397, 0.98538971), (4464, 0.98480332), (4155, 0.98468685), (757, 0.98426735), (4918, 0.98417175), (3289, 0.98413384), (4086, 0.98400074)
34	(1261, 0.98902416), (2203, 0.98889422), (4506, 0.98543775), (1675, 0.97952855), (1348, 0.97876006), (2594, 0.97823572), (4953, 0.97820818), (2622, 0.97791755), (4653, 0.97772241), (4355, 0.97697854), (2532, 0.97455907), (4483, 0.97360718), (4351, 0.97098982), (4605, 0.96787286), (4114, 0.96779943), (273, 0.96726555), (186, 0.96423697), (4910, 0.96405303), (1505, 0.96339083), (1938, 0.96331501)
35	(4986, 0.99144423), (1908, 0.99081969), (1422, 0.9890182), (4997, 0.98837858), (1787, 0.98794842), (15, 0.98744375), (3989, 0.98670733), (289, 0.98577225), (37, 0.9848727), (2102, 0.98463321), (2255, 0.98441643), (4990, 0.98383558), (770, 0.98336422), (3143, 0.98281991), (3144, 0.982741), (879, 0.98225081), (116, 0.98123741), (3634, 0.98097068), (1320, 0.98077494), (1884, 0.98017406)
36	(2081, 0.98514032), (3246, 0.98169768), (4661, 0.98143494), (3308, 0.98083532), (1523, 0.97888994), (2175, 0.97820938), (1677, 0.97793758), (3337, 0.97754723), (4976, 0.97745919), (4334, 0.97680211), (3324, 0.9738816), (227, 0.97270393), (4939, 0.97136509), (1500, 0.96910572), (3508, 0.96848047), (406, 0.96788013), (4293, 0.96759534), (1779, 0.96752316), (1100, 0.9672603), (2076, 0.96687365)
37	(2725, 0.98902118), (3989, 0.98866487), (4997, 0.98679149), (289, 0.98634315), (2102, 0.98534149), (35, 0.9848727), (1178, 0.98194611), (1368, 0.98118997), (3143, 0.98111898), (1422, 0.98090386), (440, 0.98081523), (1347, 0.98061824), (4940, 0.98058558), (4986, 0.98056889), (15, 0.98010957), (2333, 0.9797976), (475, 0.97943646), (1374, 0.97941852), (1105, 0.97890753), (1813, 0.9788574)
38	(1193, 0.99584031), (965, 0.99533993), (2873, 0.99517041), (127, 0.99516988), (3304, 0.99394846), (682, 0.99375868), (627, 0.99358094), (1814, 0.99348563), (3581, 0.99346673), (1288, 0.99323195), (4731, 0.99322248), (2269, 0.99299419), (445, 0.99232054), (3856, 0.99212849), (1132, 0.99197882), (75, 0.9918921), (2621, 0.99179024), (3627, 0.99164915), (2976, 0.99144161), (1049, 0.9911955)
39	(1360, 0.99135005), (2702, 0.99122202), (1390, 0.99089527), (4229, 0.9898026), (4474, 0.9891789), (4998, 0.98886257), (4266, 0.98780215), (2245, 0.9865768), (1144, 0.98563117), (613, 0.98525602), (1944, 0.98475039), (580, 0.98420024), (2661, 0.98368347), (3069, 0.98303473), (1965, 0.98277128), (2279, 0.98259145), (177, 0.98240697), (314, 0.98231965), (1530, 0.98213339), (2885, 0.98197579)
40	(992, 0.99214363), (3236, 0.99190736), (4393, 0.99066776), (2606, 0.99019015), (616, 0.98827279), (3768, 0.98818338), (4104, 0.98757547), (4765, 0.98700047), (1316, 0.98685026), (3961, 0.98461372), (4336, 0.98448598), (727, 0.98316193), (603, 0.98296189), (4737, 0.98286068), (3782, 0.98237979), (2904, 0.98121679), (1431, 0.97984588), (585, 0.9791649), (837, 0.97816658), (3941, 0.97782302)
41	(4086, 0.99427396), (1915, 0.99362922), (3586, 0.99285233), (4526, 0.98892784), (1540, 0.98784131), (3697, 0.98763734), (168, 0.98716176), (727, 0.98647952), (3409, 0.98615599), (3819, 0.98596883), (539, 0.98592204), (646, 0.98526675), (4693, 0.98503494), (3433, 0.98476803), (3236, 0.9843905), (189, 0.98423743), (3782, 0.98398066), (1449, 0.98360777), (3288, 0.98351264), (320, 0.98346364)
42	(3696, 0.98907524), (3556, 0.98350757), (2021, 0.98279566), (1576, 0.98111123), (3152, 0.98092794), (669, 0.98023033), (3376, 0.97940278), (2115, 0.97891164), (1997, 0.97817117), (2876, 0.97766471), (2953, 0.97732532), (3616, 0.97690427), (4664, 0.97435403), (666, 0.97327292), (2736, 0.97093672), (3822, 0.97076428), (3666, 0.96925116), (1471, 0.96908891), (1311, 0.96890551), (858, 0.96883702)
43	(4924, 0.98261404), (0, 0.98178685), (1169, 0.97923422), (4631, 0.978948), (4816, 0.97808558), (1403, 0.97699231), (2962, 0.97674024), (3085, 0.97533345), (4028, 0.9747771), (3255, 0.97460842), (323, 0.97447228), (249, 0.97421086), (2501, 0.97338951), (3317, 0.97276282), (1233, 0.97267962), (1822, 0.97203624), (1933, 0.97172266), (3225, 0.97142851), (1601, 0.97126675), (72, 0.97115159)
44	(2934, 0.99067974), (2260, 0.98846066), (3031, 0.98740935), (351, 0.98671222), (3875, 0.98598355), (4446, 0.98578763), (4647, 0.98526192), (2522, 0.98512095), (1155, 0.98493576), (1223, 0.98466599), (4067, 0.98263884), (3128, 0.98132622), (483, 0.98110247), (3488, 0.97964168), (3053, 0.97951853), (3984, 0.97909296), (2734, 0.97741014), (4763, 0.97558784), (4853, 0.97519267), (2660, 0.97497249)
45	(1840, 0.99334288), (2760, 0.99318904), (3681, 0.99300766), (1361, 0.99115753), (4582, 0.99069369), (727, 0.98980975), (3028, 0.98906755), (4336, 0.98865509), (4304, 0.98835599), (541, 0.98795325), (138, 0.98790997), (1205, 0.98768306), (3393, 0.98753905), (2330, 0.98749202), (3173, 0.98722035), (2989, 0.9870826), (3561, 0.98691809), (1053, 0.9868623), (884, 0.98672444), (585, 0.98669177)
46	(3312, 0.98144209), (2209, 0.98019457), (466, 0.98008615), (1667, 0.97835684), (3854, 0.9771803), (581, 0.97676063), (3738, 0.97439265), (3701, 0.97402024), (478, 0.97395712), (2660, 0.97280949), (3873, 0.97263706), (4178, 0.97212309), (2071, 0.97057211), (3576, 0.9703989), (4892, 0.97035772), (886, 0.96997309), (4446, 0.96966869), (1265, 0.96959192), (2261, 0.96930456), (2775, 0.96810836)
47	(3215, 0.98846161), (4069, 0.98778903), (532, 0.97803259), (3093, 0.97368217), (4076, 0.96860945), (3421, 0.96696389), (4218, 0.96694607), (4253, 0.9667201), (936, 0.96573806), (1536, 0.96121395), (2731, 0.95823622), (2838, 0.95630813), (4956, 0.95559132), (2727, 0.95544875), (4405, 0.95469546), (1008, 0.95456606), (2295, 0.95365751), (3851, 0.95306134), (3163, 0.95246547), (721, 0.95196748)
48	(4950, 0.98262537), (4938, 0.98093951), (1871, 0.98012173), (4834, 0.97836876), (4047, 0.97765774), (4411, 0.97403955), (1213, 0.97386295), (707, 0.97203541), (1206, 0.97185373), (2609, 0.97160256), (3271, 0.97151369), (1419, 0.9692297), (1159, 0.96906686), (4706, 0.96779239), (979, 0.96694022), (2352, 0.96666855), (3648, 0.96665132), (4789, 0.96631849), (4454, 0.96615458), (256, 0.96602297)
49	(3856, 0.99770796), (3591, 0.99690485), (627, 0.9968164), (445, 0.99676234), (1049, 0.99505174), (615, 0.99494648), (1170, 0.99494636), (4903, 0.99486303), (897, 0.99470282), (3250, 0.99465013), (1132, 0.99423659), (411, 0.99374801), (1230, 0.99373025), (975, 0.9933697), (1639, 0.99325842), (682, 0.99301231), (1679, 0.99289846), (3516, 0.99281204), (2717, 0.99266899), (4090, 0.99262178)
50	(3151, 0.99371934), (3137, 0.9933964), (140, 0.99119985), (4948, 0.99038589), (4280, 0.98907405), (1221, 0.98895752), (3078, 0.9880324), (460, 0.98623973), (2371, 0.98569489), (3877, 0.98546433), (2145, 0.98539692), (4797, 0.98521101), (3969, 0.98370361), (1597, 0.98353028), (2777, 0.98332202), (2979, 0.98329628), (3501, 0.98323637), (2270, 0.98322213), (3885, 0.98317993), (1632, 0.98271066)
51	(4587, 0.99827015), (153, 0.9975372), (3649, 0.99672484), (4145, 0.99571848), (412, 0.99532199), (4657, 0.9951092), (2769, 0.99508357), (1083, 0.9949429), (2560, 0.99493003), (328, 0.99492121), (922, 0.99486607), (4931, 0.99458301), (1436, 0.99446166), (1451, 0.99441659), (61, 0.99404955), (964, 0.9940145), (1889, 0.99390662), (2596, 0.99366558), (3722, 0.99362719), (918, 0.99360299)
52	(2008, 0.99677479), (3717, 0.99346614), (173, 0.99294484), (1242, 0.99190664), (3121, 0.9918443), (7, 0.99132609), (1592, 0.99106884), (1013, 0.99097717), (1870, 0.9909538), (3806, 0.9907158), (1040, 0.99024296), (540, 0.98985863), (3638, 0.98934376), (4546, 0.98934257), (295, 0.9891203), (2603, 0.98797727), (4650, 0.98780489), (4386, 0.987396), (1496, 0.98633331), (3333, 0.98629874)
53	(4285, 0.98328745), (4368, 0.98031306), (3851, 0.975977), (4581, 0.97592348), (3543, 0.97556055), (1019, 0.97322404), (2136, 0.9726454), (4450, 0.97192872), (1634, 0.97157216), (3858, 0.97070003), (2185, 0.96920854), (3817, 0.96891183), (4196, 0.96822751), (2012, 0.96814191), (265, 0.96724749), (178, 0.96667409), (4759, 0.96615243), (4319, 0.96585864), (3114, 0.96183336), (1631, 0.96180236)
54	(2316, 0.98611724), (2580, 0.98584986), (4371, 0.98451144), (4606, 0.98417175), (1862, 0.98238254), (4707, 0.98215783), (3548, 0.9819417), (1106, 0.98115945), (2268, 0.98087442), (429, 0.98050928), (4545, 0.97981203), (2296, 0.9783771), (3112, 0.978194), (4549, 0.97811353), (3978, 0.97777492), (1042, 0.97652459), (3698, 0.97642642), (377, 0.97600281), (1166, 0.97456443), (2730, 0.97291315)
55	(2978, 0.99692142), (2229, 0.99358487), (3819, 0.99323058), (394, 0.99302876), (1856, 0.99295807), (2215, 0.99217439), (4799, 0.99133372), (1076, 0.99122953), (922, 0.99120891), (2346, 0.98986191), (2460, 0.9898057), (4356, 0.98947078), (4693, 0.98919535), (317, 0.98870277), (320, 0.98857069), (1889, 0.98842728), (3409, 0.98833907), (3977, 0.98831058), (26, 0.9883039), (1236, 0.98820716)
56	(3140, 0.99708265), (2397, 0.99346936), (3279, 0.99163646), (1033, 0.99040926), (573, 0.98854768), (4547, 0.98778713), (876, 0.98637998), (4550, 0.98626947), (845, 0.98562372), (3517, 0.98529339), (162, 0.98506379), (2656, 0.98403245), (4761, 0.98353136), (1772, 0.98340404), (2991, 0.98295259), (4181, 0.98260713), (1364, 0.98218471), (4588, 0.98206013), (1593, 0.98205745), (1074, 0.98143291)
57	(3650, 0.99796396), (753, 0.99536145), (570, 0.99522322), (4583, 0.99489021), (3900, 0.99432433), (2576, 0.99126506), (3908, 0.9912039), (651, 0.99106514), (4614, 0.99094009), (4141, 0.99080944), (1454, 0.99080789), (3107, 0.99060464), (472, 0.99057889), (4808, 0.99043995), (2769, 0.99043465), (3457, 0.99034023), (4482, 0.9902693), (1924, 0.99003333), (1384, 0.98999894), (3384, 0.9899956)
58	(2787, 0.98567438), (4541, 0.97965115), (3555, 0.97589791), (914, 0.97546345), (1011, 0.97522116), (4305, 0.9734174), (552, 0.97302628), (1603, 0.97288513), (3313, 0.97246939), (761, 0.97243768), (291, 0.97207475), (2859, 0.97193193), (961, 0.97164917), (618, 0.97142339), (4148, 0.97084314), (2665, 0.96981734), (1851, 0.96919066), (977, 0.96887761), (3708, 0.96844089), (4277, 0.96766233)
59	(1493, 0.98957932), (580, 0.98248297), (1295, 0.9816643), (953, 0.98118424), (2628, 0.97954893), (1541, 0.97882313), (1723, 0.97797483), (4177, 0.97706491), (496, 0.97677135), (2222, 0.97492373), (4404, 0.97442991), (1934, 0.97389066), (999, 0.97380137), (1724, 0.97348344), (4049, 0.97218978), (1867, 0.97113007), (3990, 0.97112799), (145, 0.97074872), (4031, 0.96987295), (3693, 0.96985614)
60	(4927, 0.99556553), (300, 0.99494052), (2259, 0.99366057), (29, 0.99340594), (1358, 0.992998), (2623, 0.99288058), (2555, 0.99269021), (4271, 0.99224681), (2299, 0.99098611), (2394, 0.98997021), (546, 0.98893481), (4880, 0.9885053), (2788, 0.98840773), (4630, 0.98836792), (1854, 0.98790896), (4206, 0.98730636), (1151, 0.98708606), (2378, 0.98700917), (2705, 0.98658866), (2319, 0.98655099)
61	(4486, 0.99655688), (3750, 0.99649584), (1083, 0.99631429), (1451, 0.99533081), (4668, 0.99466765), (4535, 0.99448568), (4657, 0.9941051), (51, 0.99404955), (4525, 0.99365735), (4587, 0.99315614), (153, 0.99291325), (2301, 0.992854), (2596, 0.99260014), (4032, 0.99257034), (4931, 0.99238002), (394, 0.9922623), (1889, 0.99185014), (4428, 0.9918381), (693, 0.99175507), (2769, 0.99152291)
62	(2497, 0.98365563), (2752, 0.98305929), (1585, 0.98283446), (4230, 0.97735512), (306, 0.97614539), (3904, 0.9738729), (524, 0.9703303), (932, 0.97009933), (1469, 0.97005498), (3293, 0.96908367), (3502, 0.96905518), (4719, 0.96619189), (2818, 0.96432889), (1203, 0.96429169), (307, 0.96417582), (3227, 0.96395123), (3639, 0.96342289), (219, 0.96200144), (4413, 0.96197438), (4666, 0.9618423)
63	(4194, 0.99476469), (4630, 0.99304318), (1646, 0.99212337), (101, 0.99173641), (2768, 0.99144775), (546, 0.99091256), (793, 0.99032712), (4793, 0.99032617), (1241, 0.98969191), (315, 0.988778), (2299, 0.98775989), (2699, 0.98723036), (4880, 0.98665047), (4830, 0.98656464), (4539, 0.98628974), (640, 0.9859789), (3309, 0.98581624), (411, 0.98557615), (2378, 0.98513389), (2319, 0.98500383)
