user	item	timestamp
616	707	11232000
871	23	11318400
652	132	11404800
940	33	11491200
724	496	11577600
383	1409	11664000
304	551	11750400
682	1385	11836800
413	1018	11923200
98	28	12009600
180	11	12096000
550	2547	12182400
324	215	12268800
708	2382	12355200
487	4813	12441600
456	0	12528000
662	8	12614400
740	12	12700800
664	1929	12787200
348	437	12873600
519	27	12960000
221	18	13046400
595	208	13132800
858	545	13219200
458	60	13305600
201	149	13392000
229	817	13478400
533	147	13564800
999	10	13651200
374	0	13737600
514	3	13824000
159	0	13910400
654	1889	13996800
921	0	14083200
335	4	14169600
16	22	14256000
667	2	14342400
332	3956	14428800
740	16	14515200
263	0	14601600
267	0	14688000
504	2	14774400
380	883	14860800
338	47	14947200
831	143	15033600
486	115	15120000
675	0	15206400
953	1563	15292800
464	0	15379200
465	308	15465600
516	168	15552000
449	535	15638400
394	0	15724800
530	17	15811200
636	276	15897600
234	20	15984000
720	1632	16070400
234	747	16156800
176	7	16243200
98	96	16329600
549	1	16416000
158	10	16502400
149	286	16588800
711	46	16675200
88	0	16761600
883	17	16848000
390	1735	16934400
664	816	17020800
736	1609	17107200
377	108	17193600
755	1481	17280000
420	0	17366400
693	0	17452800
203	755	17539200
138	4	17625600
836	3	17712000
529	2	17798400
927	0	17884800
334	59	17971200
942	4451	18057600
409	344	18144000
250	4773	18230400
323	507	18316800
220	1	18403200
54	155	18489600
175	1	18576000
161	93	18662400
125	2574	18748800
827	2	18835200
901	0	18921600
35	3456	19008000
745	169	19094400
277	456	19180800
469	16	19267200
48	62	19353600
257	2781	19440000
73	52	19526400
80	2	19612800
53	1285	19699200
852	8	19785600
756	2	19872000
21	6	19958400
203	2352	20044800
956	2	20131200
702	1	20217600
388	3794	20304000
484	1	20390400
57	4	20476800
561	5	20563200
935	15	20649600
739	4535	20736000
973	69	20822400
820	0	20908800
280	13	20995200
1	562	21081600
607	41	21168000
178	6	21254400
911	10	21340800
56	989	21427200
831	57	21513600
204	11	21600000
859	11	21686400
862	39	21772800
62	87	21859200
13	1344	21945600
669	1	22032000
169	1	22118400
786	1	22204800
915	0	22291200
115	0	22377600
290	312	22464000
730	579	22550400
351	0	22636800
398	5	22723200
94	503	22809600
600	9	22896000
635	2	22982400
931	20	23068800
576	1	23155200
540	0	23241600
458	10	23328000
862	657	23414400
735	21	23500800
503	3725	23587200
542	0	23673600
925	12	23760000
387	6	23846400
831	109	23932800
901	3323	24019200
568	704	24105600
323	21	24192000
347	396	24278400
767	5	24364800
972	0	24451200
574	134	24537600
24	5	24624000
76	990	24710400
675	249	24796800
640	175	24883200
150	56	24969600
732	3	25056000
189	0	25142400
509	758	25228800
236	253	25315200
226	2	25401600
738	11	25488000
34	271	25574400
996	687	25660800
104	353	25747200
758	0	25833600
2	13	25920000
9	223	26006400
619	8	26092800
296	4965	26179200
295	13	26265600
958	6	26352000
815	3	26438400
856	0	26524800
109	111	26611200
294	2	26697600
158	63	26784000
654	130	26870400
389	37	26956800
196	13	27043200
737	55	27129600
649	4947	27216000
871	0	27302400
314	1	27388800
116	21	27475200
468	2	27561600
703	89	27648000
973	41	27734400
504	3	27820800
307	3	27907200
567	2	27993600
158	18	28080000
829	2145	28166400
257	1	28252800
317	3	28339200
183	206	28425600
664	3	28512000
957	16	28598400
433	103	28684800
111	6	28771200
575	0	28857600
655	19	28944000
727	21	29030400
129	272	29116800
433	1861	29203200
35	3913	29289600
755	0	29376000
9	7	29462400
658	3	29548800
673	3	29635200
154	3	29721600
589	332	29808000
327	1471	29894400
125	526	29980800
530	1721	30067200
685	36	30153600
9	3	30240000
350	3406	30326400
898	3	30412800
118	2	30499200
761	0	30585600
920	3	30672000
595	529	30758400
739	409	30844800
532	1305	30931200
820	3529	31017600
222	9	31104000
492	250	31190400
123	57	31276800
540	23	31363200
967	805	31449600
749	32	31536000
775	18	31622400
982	1	31708800
921	33	31795200
53	16	31881600
110	360	31968000
726	1	32054400
769	1986	32140800
333	10	32227200
762	26	32313600
947	4075	32400000
728	592	32486400
759	1	32572800
204	0	32659200
160	0	32745600
430	2584	32832000
326	4907	32918400
266	3	33004800
262	100	33091200
675	757	33177600
369	0	33264000
196	2600	33350400
795	4	33436800
6	2194	33523200
371	0	33609600
345	113	33696000
23	5	33782400
321	577	33868800
223	343	33955200
26	2	34041600
452	4	34128000
523	225	34214400
539	53	34300800
691	300	34387200
170	1	34473600
273	49	34560000
598	0	34646400
183	24	34732800
605	346	34819200
653	4784	34905600
605	72	34992000
778	95	35078400
404	3	35164800
393	7	35251200
148	2	35337600
741	418	35424000
729	298	35510400
532	1774	35596800
163	142	35683200
187	136	35769600
736	1657	35856000
270	1817	35942400
348	134	36028800
433	1	36115200
374	11	36201600
121	0	36288000
602	857	36374400
834	165	36460800
237	1409	36547200
706	3203	36633600
980	4247	36720000
638	9	36806400
727	0	36892800
473	2454	36979200
103	30	37065600
680	425	37152000
251	214	37238400
810	1859	37324800
74	14	37411200
466	2	37497600
868	0	37584000
500	46	37670400
56	87	37756800
845	236	37843200
673	574	37929600
958	56	38016000
531	1	38102400
860	289	38188800
563	354	38275200
806	2	38361600
546	25	38448000
19	1563	38534400
457	37	38620800
52	89	38707200
130	11	38793600
952	441	38880000
770	13	38966400
274	47	39052800
573	3	39139200
254	0	39225600
561	1978	39312000
506	3	39398400
41	2	39484800
146	4	39571200
270	19	39657600
334	495	39744000
142	3	39830400
860	1297	39916800
22	33	40003200
337	157	40089600
133	4026	40176000
534	27	40262400
821	93	40348800
682	14	40435200
344	102	40521600
543	54	40608000
281	1643	40694400
196	199	40780800
673	4464	40867200
633	427	40953600
185	2	41040000
514	791	41126400
7	904	41212800
224	1483	41299200
533	1211	41385600
768	118	41472000
412	270	41558400
387	1281	41644800
292	0	41731200
974	2724	41817600
431	731	41904000
713	0	41990400
253	790	42076800
141	16	42163200
41	54	42249600
136	220	42336000
539	2	42422400
341	98	42508800
639	4062	42595200
755	168	42681600
498	71	42768000
301	5	42854400
354	1	42940800
45	1	43027200
446	396	43113600
394	4	43200000
102	193	43286400
694	4	43372800
611	551	43459200
791	313	43545600
470	0	43632000
306	56	43718400
270	46	43804800
451	87	43891200
997	0	43977600
352	296	44064000
315	0	44150400
202	276	44236800
299	0	44323200
316	6	44409600
788	924	44496000
921	394	44582400
446	184	44668800
941	531	44755200
496	55	44841600
743	3232	44928000
616	0	45014400
731	42	45100800
466	54	45187200
184	3	45273600
526	6	45360000
212	55	45446400
303	3	45532800
184	459	45619200
155	26	45705600
957	12	45792000
791	0	45878400
708	121	45964800
595	1	46051200
176	57	46137600
495	2852	46224000
2	8	46310400
382	63	46396800
672	4047	46483200
60	464	46569600
338	74	46656000
794	287	46742400
438	134	46828800
693	122	46915200
271	76	47001600
973	40	47088000
731	91	47174400
65	1165	47260800
280	1012	47347200
9	1168	47433600
344	899	47520000
956	981	47606400
956	3	47692800
85	83	47779200
645	768	47865600
898	7	47952000
25	3202	48038400
195	136	48124800
576	432	48211200
238	0	48297600
66	1381	48384000
580	16	48470400
781	3	48556800
969	849	48643200
422	80	48729600
406	807	48816000
207	1254	48902400
192	148	48988800
322	4513	49075200
487	538	49161600
191	215	49248000
694	109	49334400
178	79	49420800
137	0	49507200
84	24	49593600
636	932	49680000
895	17	49766400
136	4736	49852800
308	1486	49939200
623	107	50025600
45	0	50112000
662	29	50198400
199	46	50284800
821	1644	50371200
518	69	50457600
660	2145	50544000
797	39	50630400
730	101	50716800
242	0	50803200
84	1108	50889600
618	109	50976000
676	1770	51062400
811	1784	51148800
522	37	51235200
638	34	51321600
717	20	51408000
252	8	51494400
183	3450	51580800
846	51	51667200
745	79	51753600
656	4	51840000
829	128	51926400
211	80	52012800
325	4960	52099200
284	138	52185600
997	11	52272000
728	47	52358400
173	212	52444800
867	189	52531200
785	62	52617600
64	1121	52704000
20	47	52790400
378	674	52876800
668	91	52963200
954	531	53049600
586	827	53136000
303	1013	53222400
774	23	53308800
834	30	53395200
754	75	53481600
89	3334	53568000
85	0	53654400
778	86	53740800
162	3509	53827200
841	4	53913600
648	68	54000000
630	4	54086400
817	466	54172800
84	8	54259200
979	7	54345600
68	1322	54432000
175	0	54518400
147	36	54604800
667	552	54691200
326	54	54777600
126	0	54864000
309	7	54950400
655	3837	55036800
428	3	55123200
947	23	55209600
516	4	55296000
673	3170	55382400
311	1	55468800
885	3	55555200
331	4	55641600
363	1414	55728000
682	1142	55814400
178	2263	55900800
949	3	55987200
983	9	56073600
940	0	56160000
111	179	56246400
823	564	56332800
150	6	56419200
631	2298	56505600
895	859	56592000
677	15	56678400
59	3	56764800
999	75	56851200
330	8	56937600
517	306	57024000
66	13	57110400
898	279	57196800
686	418	57283200
958	3702	57369600
508	67	57456000
45	2089	57542400
453	139	57628800
401	9	57715200
137	83	57801600
425	0	57888000
19	386	57974400
57	52	58060800
793	4	58147200
493	0	58233600
853	0	58320000
628	2423	58406400
147	601	58492800
13	33	58579200
332	40	58665600
811	4245	58752000
33	2080	58838400
528	1	58924800
781	7	59011200
64	62	59097600
8	260	59184000
71	0	59270400
76	914	59356800
529	348	59443200
584	4021	59529600
799	0	59616000
146	0	59702400
236	70	59788800
898	59	59875200
927	204	59961600
808	8	60048000
742	1473	60134400
791	1	60220800
120	5	60307200
192	46	60393600
523	31	60480000
83	59	60566400
850	19	60652800
276	134	60739200
125	114	60825600
337	8	60912000
309	51	60998400
131	0	61084800
566	0	61171200
245	3798	61257600
497	164	61344000
602	751	61430400
899	383	61516800
829	2408	61603200
742	1639	61689600
949	2	61776000
3	439	61862400
865	0	61948800
185	3	62035200
127	90	62121600
121	858	62208000
854	2	62294400
836	4267	62380800
652	2837	62467200
549	268	62553600
223	0	62640000
827	3556	62726400
873	91	62812800
791	64	62899200
986	786	62985600
11	1514	63072000
359	2	63158400
708	453	63244800
799	23	63331200
252	63	63417600
185	168	63504000
337	4585	63590400
374	867	63676800
977	220	63763200
566	11	63849600
225	1117	63936000
837	4427	64022400
647	142	64108800
959	72	64195200
393	616	64281600
315	131	64368000
182	40	64454400
616	994	64540800
841	69	64627200
483	1221	64713600
388	2637	64800000
414	783	64886400
810	446	64972800
723	12	65059200
860	15	65145600
106	158	65232000
855	0	65318400
421	3638	65404800
892	551	65491200
758	323	65577600
260	36	65664000
481	0	65750400
744	11	65836800
79	0	65923200
410	0	66009600
578	68	66096000
700	28	66182400
891	10	66268800
306	6	66355200
101	268	66441600
66	3356	66528000
119	72	66614400
339	2135	66700800
913	871	66787200
849	451	66873600
899	337	66960000
972	11	67046400
214	4	67132800
289	96	67219200
287	616	67305600
598	11	67392000
370	120	67478400
320	669	67564800
628	3951	67651200
517	556	67737600
579	11	67824000
544	1664	67910400
591	422	67996800
687	0	68083200
875	34	68169600
977	160	68256000
169	0	68342400
280	392	68428800
513	21	68515200
781	91	68601600
346	0	68688000
489	147	68774400
844	0	68860800
961	1124	68947200
857	8	69033600
91	416	69120000
418	325	69206400
18	110	69292800
474	96	69379200
968	233	69465600
201	1	69552000
770	60	69638400
918	3	69724800
572	1250	69811200
591	5	69897600
990	0	69984000
351	11	70070400
776	70	70156800
158	75	70243200
668	3	70329600
298	332	70416000
786	598	70502400
794	56	70588800
288	0	70675200
311	0	70761600
764	368	70848000
306	1698	70934400
306	1037	71020800
786	77	71107200
507	2	71193600
200	3	71280000
36	16	71366400
312	1163	71452800
612	24	71539200
728	2	71625600
4	1	71712000
279	195	71798400
730	1022	71884800
909	174	71971200
450	5	72057600
626	6	72144000
355	16	72230400
133	438	72316800
21	1191	72403200
747	492	72489600
641	636	72576000
67	2086	72662400
400	261	72748800
888	0	72835200
120	1138	72921600
391	2022	73008000
739	26	73094400
333	68	73180800
48	1121	73267200
879	218	73353600
25	0	73440000
662	145	73526400
211	156	73612800
485	0	73699200
690	3789	73785600
111	93	73872000
196	156	73958400
945	8	74044800
351	123	74131200
415	4	74217600
273	2547	74304000
334	52	74390400
269	2	74476800
217	488	74563200
926	740	74649600
846	7	74736000
824	252	74822400
578	10	74908800
587	0	74995200
560	2	75081600
842	88	75168000
907	11	75254400
0	40	75340800
90	122	75427200
851	58	75513600
130	0	75600000
833	2251	75686400
78	1309	75772800
8	35	75859200
334	370	75945600
814	31	76032000
281	45	76118400
138	0	76204800
319	1	76291200
739	4	76377600
303	3423	76464000
365	413	76550400
203	1280	76636800
171	4329	76723200
275	23	76809600
862	7	76896000
88	418	76982400
17	2118	77068800
193	0	77155200
289	3322	77241600
355	12	77328000
149	4	77414400
998	55	77500800
440	385	77587200
464	90	77673600
248	0	77760000
670	1992	77846400
783	12	77932800
735	3118	78019200
796	325	78105600
514	7	78192000
408	2073	78278400
131	4	78364800
375	25	78451200
699	13	78537600
736	1579	78624000
778	133	78710400
47	4369	78796800
235	2051	78883200
521	51	78969600
572	160	79056000
896	2	79142400
796	1	79228800
321	937	79315200
499	338	79401600
329	1	79488000
734	1250	79574400
228	33	79660800
638	378	79747200
62	3722	79833600
237	1	79920000
932	15	80006400
489	185	80092800
475	777	80179200
655	3031	80265600
540	7	80352000
522	2024	80438400
223	590	80524800
860	2217	80611200
219	162	80697600
701	4	80784000
319	1623	80870400
173	3501	80956800
689	4096	81043200
278	5	81129600
954	1968	81216000
280	1339	81302400
661	239	81388800
572	84	81475200
295	187	81561600
23	3169	81648000
689	786	81734400
88	32	81820800
338	53	81907200
743	3170	81993600
214	0	82080000
261	203	82166400
138	123	82252800
701	747	82339200
332	254	82425600
632	709	82512000
115	11	82598400
154	7	82684800
617	6	82771200
698	2107	82857600
439	11	82944000
637	2	83030400
271	24	83116800
731	0	83203200
789	19	83289600
927	64	83376000
547	121	83462400
528	798	83548800
241	2058	83635200
961	1783	83721600
687	449	83808000
917	352	83894400
64	267	83980800
380	160	84067200
478	2	84153600
935	1687	84240000
84	542	84326400
270	44	84412800
93	262	84499200
909	3	84585600
495	2675	84672000
710	171	84758400
613	23	84844800
561	245	84931200
374	3809	85017600
873	1028	85104000
409	0	85190400
438	2	85276800
766	1	85363200
200	4449	85449600
127	0	85536000
495	0	85622400
710	520	85708800
970	117	85795200
930	89	85881600
600	182	85968000
251	0	86054400
700	357	86140800
507	3	86227200
749	1	86313600
551	1	86400000
513	313	86486400
771	0	86572800
979	259	86659200
926	2602	86745600
627	3305	86832000
827	3	86918400
296	52	87004800
3	2169	87091200
549	113	87177600
114	138	87264000
656	0	87350400
721	48	87436800
602	148	87523200
56	23	87609600
244	584	87696000
265	499	87782400
135	8	87868800
632	2508	87955200
750	4	88041600
33	196	88128000
930	1	88214400
962	581	88300800
369	32	88387200
393	3980	88473600
694	0	88560000
76	176	88646400
901	4	88732800
242	41	88819200
515	1438	88905600
631	101	88992000
400	10	89078400
711	27	89164800
165	321	89251200
971	10	89337600
456	3271	89424000
14	841	89510400
114	3	89596800
514	356	89683200
383	133	89769600
407	782	89856000
296	4018	89942400
233	1	90028800
771	1	90115200
451	976	90201600
779	52	90288000
849	70	90374400
670	3397	90460800
240	7	90547200
571	68	90633600
460	1	90720000
212	138	90806400
327	368	90892800
117	146	90979200
922	2	91065600
754	3952	91152000
772	0	91238400
539	3	91324800
137	1866	91411200
893	0	91497600
27	0	91584000
510	0	91670400
496	52	91756800
835	3	91843200
142	55	91929600
459	2128	92016000
42	4	92102400
648	10	92188800
143	14	92275200
238	64	92361600
653	35	92448000
338	2	92534400
387	303	92620800
191	628	92707200
383	36	92793600
242	25	92880000
818	6	92966400
450	88	93052800
61	3234	93139200
649	85	93225600
552	652	93312000
285	94	93398400
748	2249	93484800
995	2008	93571200
255	953	93657600
239	4	93744000
669	347	93830400
120	100	93916800
504	2008	94003200
432	315	94089600
427	980	94176000
367	30	94262400
621	120	94348800
317	4145	94435200
895	163	94521600
346	435	94608000
600	101	94694400
708	4305	94780800
58	0	94867200
531	0	94953600
149	0	95040000
585	4	95126400
609	1828	95212800
574	194	95299200
756	3	95385600
883	721	95472000
664	7	95558400
919	22	95644800
610	252	95731200
743	197	95817600
377	0	95904000
19	54	95990400
105	785	96076800
989	235	96163200
857	604	96249600
222	341	96336000
139	436	96422400
327	1154	96508800
675	4301	96595200
441	0	96681600
183	112	96768000
645	39	96854400
594	31	96940800
201	343	97027200
439	0	97113600
512	13	97200000
584	442	97286400
671	10	97372800
719	1040	97459200
413	632	97545600
853	77	97632000
476	1	97718400
769	913	97804800
809	344	97891200
710	19	97977600
922	414	98064000
540	54	98150400
66	1280	98236800
937	2	98323200
805	1	98409600
360	363	98496000
384	4	98582400
451	1186	98668800
123	7	98755200
519	1521	98841600
333	778	98928000
376	3	99014400
805	3927	99100800
915	4	99187200
585	25	99273600
583	852	99360000
912	46	99446400
835	270	99532800
434	590	99619200
837	202	99705600
330	23	99792000
384	0	99878400
563	50	99964800
466	1274	100051200
24	1057	100137600
306	169	100224000
794	217	100310400
538	3326	100396800
635	1914	100483200
523	124	100569600
178	187	100656000
564	3	100742400
693	4883	100828800
663	276	100915200
820	4	101001600
521	2585	101088000
168	25	101174400
854	3	101260800
920	356	101347200
471	34	101433600
132	2072	101520000
214	33	101606400
242	4	101692800
563	700	101779200
903	23	101865600
895	4247	101952000
50	102	102038400
284	57	102124800
609	40	102211200
960	65	102297600
218	11	102384000
326	2	102470400
590	444	102556800
486	2	102643200
774	276	102729600
29	250	102816000
536	1317	102902400
747	406	102988800
93	252	103075200
221	2659	103161600
314	1554	103248000
81	440	103334400
596	0	103420800
306	4483	103507200
217	15	103593600
961	175	103680000
594	3	103766400
136	0	103852800
901	41	103939200
218	0	104025600
839	75	104112000
879	3	104198400
241	35	104284800
25	108	104371200
37	5	104457600
327	3389	104544000
364	10	104630400
645	80	104716800
651	6	104803200
71	122	104889600
789	27	104976000
29	0	105062400
53	423	105148800
242	1451	105235200
959	0	105321600
563	1627	105408000
761	4	105494400
657	73	105580800
856	1	105667200
220	4029	105753600
864	2568	105840000
642	4288	105926400
598	2081	106012800
529	3761	106099200
124	27	106185600
341	56	106272000
544	10	106358400
514	45	106444800
710	44	106531200
464	89	106617600
158	1130	106704000
242	361	106790400
686	0	106876800
384	146	106963200
138	1	107049600
466	45	107136000
855	220	107222400
72	12	107308800
217	35	107395200
778	492	107481600
146	3001	107568000
368	0	107654400
734	0	107740800
76	301	107827200
149	498	107913600
133	3	108000000
933	354	108086400
130	134	108172800
710	3571	108259200
905	569	108345600
791	204	108432000
282	0	108518400
678	152	108604800
747	1	108691200
487	19	108777600
328	37	108864000
472	424	108950400
628	25	109036800
163	22	109123200
714	325	109209600
510	48	109296000
65	51	109382400
330	43	109468800
380	1458	109555200
555	3661	109641600
476	4350	109728000
533	4615	109814400
20	53	109900800
507	2047	109987200
926	24	110073600
849	3356	110160000
943	110	110246400
287	7	110332800
236	1059	110419200
199	262	110505600
984	5	110592000
782	407	110678400
502	43	110764800
927	1	110851200
322	719	110937600
23	389	111024000
395	0	111110400
255	2859	111196800
628	124	111283200
409	993	111369600
496	7	111456000
355	831	111542400
331	41	111628800
679	985	111715200
970	74	111801600
668	7	111888000
348	23	111974400
209	7	112060800
411	1	112147200
549	83	112233600
156	941	112320000
218	57	112406400
73	3	112492800
668	4	112579200
752	312	112665600
629	48	112752000
783	112	112838400
664	344	112924800
708	163	113011200
326	385	113097600
426	61	113184000
988	19	113270400
70	7	113356800
594	469	113443200
360	2673	113529600
468	54	113616000
868	43	113702400
201	2156	113788800
809	2250	113875200
696	2	113961600
80	532	114048000
622	8	114134400
795	956	114220800
729	4426	114307200
614	69	114393600
167	4	114480000
662	715	114566400
967	3	114652800
64	8	114739200
801	68	114825600
544	3141	114912000
100	4770	114998400
854	7	115084800
442	0	115171200
215	54	115257600
136	1303	115344000
414	25	115430400
355	1497	115516800
446	2813	115603200
330	313	115689600
31	3	115776000
708	176	115862400
326	3	115948800
843	470	116035200
717	2301	116121600
609	111	116208000
481	1	116294400
561	62	116380800
582	171	116467200
341	6	116553600
291	191	116640000
233	89	116726400
100	23	116812800
420	129	116899200
109	153	116985600
13	2313	117072000
240	4	117158400
179	1325	117244800
497	6	117331200
153	93	117417600
127	122	117504000
786	0	117590400
504	4	117676800
114	280	117763200
410	4	117849600
435	3	117936000
573	7	118022400
757	181	118108800
66	4686	118195200
949	1502	118281600
940	757	118368000
534	581	118454400
721	1974	118540800
82	17	118627200
169	32	118713600
728	1228	118800000
646	25	118886400
255	295	118972800
254	48	119059200
428	156	119145600
663	31	119232000
769	25	119318400
86	0	119404800
18	1	119491200
423	214	119577600
96	73	119664000
212	1920	119750400
164	0	119836800
170	750	119923200
357	0	120009600
987	14	120096000
761	642	120182400
712	25	120268800
246	649	120355200
9	361	120441600
676	24	120528000
671	102	120614400
540	1086	120700800
538	179	120787200
962	19	120873600
251	57	120960000
12	51	121046400
631	13	121132800
633	1978	121219200
474	65	121305600
883	1607	121392000
753	73	121478400
598	1	121564800
961	461	121651200
236	54	121737600
857	0	121824000
828	0	121910400
138	66	121996800
900	3	122083200
554	3	122169600
371	1206	122256000
165	1276	122342400
477	34	122428800
408	579	122515200
299	249	122601600
852	1934	122688000
700	1163	122774400
515	0	122860800
829	100	122947200
357	4	123033600
590	8	123120000
112	11	123206400
794	2195	123292800
761	3256	123379200
874	108	123465600
984	88	123552000
655	46	123638400
298	770	123724800
597	1	123811200
210	1329	123897600
857	23	123984000
512	10	124070400
685	1	124156800
261	15	124243200
492	0	124329600
615	110	124416000
399	7	124502400
170	182	124588800
124	927	124675200
713	4	124761600
509	3	124848000
580	220	124934400
368	48	125020800
642	0	125107200
155	0	125193600
559	9	125280000
414	215	125366400
680	53	125452800
221	866	125539200
721	0	125625600
40	5	125712000
68	65	125798400
654	352	125884800
285	67	125971200
389	15	126057600
943	4902	126144000
465	2628	126230400
478	934	126316800
911	1214	126403200
29	600	126489600
325	949	126576000
844	1958	126662400
395	394	126748800
240	0	126835200
470	486	126921600
706	14	127008000
430	25	127094400
924	459	127180800
13	7	127267200
261	35	127353600
719	3	127440000
326	642	127526400
581	47	127612800
843	0	127699200
815	7	127785600
827	51	127872000
98	448	127958400
823	658	128044800
331	187	128131200
348	0	128217600
433	2862	128304000
511	54	128390400
978	1297	128476800
966	8	128563200
457	2727	128649600
988	1982	128736000
814	3	128822400
141	12	128908800
374	1437	128995200
105	2586	129081600
672	223	129168000
252	39	129254400
779	1525	129340800
984	250	129427200
857	70	129513600
823	258	129600000
623	28	129686400
500	19	129772800
777	12	129859200
444	494	129945600
214	380	130032000
966	13	130118400
661	4390	130204800
660	140	130291200
700	65	130377600
331	13	130464000
127	249	130550400
764	2978	130636800
546	4	130723200
299	4	130809600
80	53	130896000
109	7	130982400
128	189	131068800
604	383	131155200
535	113	131241600
868	4	131328000
243	4435	131414400
156	2558	131500800
539	26	131587200
568	2	131673600
330	0	131760000
94	1223	131846400
895	85	131932800
573	40	132019200
537	3920	132105600
236	2634	132192000
329	0	132278400
803	272	132364800
564	7	132451200
30	1	132537600
600	4102	132624000
736	33	132710400
120	4776	132796800
206	0	132883200
896	3	132969600
29	33	133056000
324	0	133142400
32	65	133228800
314	0	133315200
4	3055	133401600
852	7	133488000
892	64	133574400
815	173	133660800
718	10	133747200
277	140	133833600
539	156	133920000
895	413	134006400
610	1853	134092800
22	1476	134179200
387	417	134265600
677	488	134352000
614	4	134438400
496	2596	134524800
42	0	134611200
859	123	134697600
173	128	134784000
888	4	134870400
579	0	134956800
865	1399	135043200
930	513	135129600
926	2899	135216000
381	4407	135302400
362	36	135388800
263	1467	135475200
755	4	135561600
894	232	135648000
15	1997	135734400
68	28	135820800
24	3912	135907200
205	223	135993600
961	1343	136080000
487	27	136166400
848	0	136252800
949	280	136339200
983	266	136425600
604	52	136512000
844	54	136598400
960	905	136684800
706	3784	136771200
110	367	136857600
87	28	136944000
165	0	137030400
842	225	137116800
287	2338	137203200
410	2644	137289600
899	33	137376000
351	1	137462400
38	2	137548800
848	2914	137635200
552	3	137721600
628	3	137808000
41	1529	137894400
533	3	137980800
100	4	138067200
368	367	138153600
786	11	138240000
709	3	138326400
402	0	138412800
858	13	138499200
519	165	138585600
919	1455	138672000
795	0	138758400
386	18	138844800
517	0	138931200
856	1309	139017600
280	3	139104000
231	4629	139190400
175	2530	139276800
909	7	139363200
720	1107	139449600
423	0	139536000
888	498	139622400
644	1	139708800
972	297	139795200
875	1364	139881600
750	0	139968000
936	1	140054400
769	23	140140800
484	72	140227200
283	54	140313600
112	0	140400000
810	271	140486400
2	247	140572800
506	2250	140659200
481	72	140745600
472	57	140832000
689	115	140918400
488	3051	141004800
840	1637	141091200
990	220	141177600
307	652	141264000
534	30	141350400
800	0	141436800
503	1515	141523200
241	192	141609600
863	2056	141696000
756	253	141782400
4	426	141868800
561	358	141955200
196	3	142041600
216	8	142128000
228	3994	142214400
488	127	142300800
792	54	142387200
563	31	142473600
113	225	142560000
173	5	142646400
70	70	142732800
199	2458	142819200
163	3595	142905600
517	344	142992000
823	103	143078400
650	12	143164800
491	765	143251200
451	37	143337600
115	1148	143424000
705	49	143510400
122	3928	143596800
41	41	143683200
613	4	143769600
389	4430	143856000
832	770	143942400
87	2107	144028800
864	311	144115200
131	7	144201600
488	73	144288000
913	8	144374400
18	234	144460800
547	2521	144547200
446	38	144633600
67	147	144720000
959	11	144806400
33	4	144892800
18	2138	144979200
525	1882	145065600
270	483	145152000
861	34	145238400
120	969	145324800
464	11	145411200
759	636	145497600
613	0	145584000
460	84	145670400
390	1010	145756800
478	1346	145843200
873	3	145929600
118	265	146016000
28	472	146102400
696	53	146188800
310	453	146275200
586	19	146361600
32	771	146448000
79	4	146534400
1	12	146620800
838	999	146707200
850	4085	146793600
617	4325	146880000
791	2062	146966400
205	3803	147052800
551	64	147139200
775	127	147225600
513	0	147312000
312	107	147398400
